PWM VALUE:	137	OUT_VOLTAGE:	0.05	0.08	0.05	0.05	0.08	0.06	0.08	12.01	0.06	0.05	MEDIA:	1.42
PWM VALUE:	138	OUT_VOLTAGE:	12.01	12.01	12.01	0.06	0.08	0.05	0.09	0.04	0.06	0.11	MEDIA:	3.80
PWM VALUE:	139	OUT_VOLTAGE:	0.08	0.08	0.01	0.06	0.07	0.07	0.06	0.09	0.09	12.01	MEDIA:	1.64
PWM VALUE:	140	OUT_VOLTAGE:	0.05	0.07	0.06	0.08	12.01	12.01	0.05	0.05	0.03	0.01	MEDIA:	2.61
PWM VALUE:	141	OUT_VOLTAGE:	12.01	0.07	0.00	0.05	0.08	0.07	0.04	0.06	0.06	12.01	MEDIA:	2.71
PWM VALUE:	142	OUT_VOLTAGE:	0.06	0.06	0.07	12.01	12.01	0.04	0.05	0.03	0.08	0.09	MEDIA:	2.72
PWM VALUE:	143	OUT_VOLTAGE:	0.10	0.04	0.06	0.05	0.05	0.07	0.06	0.05	0.06	0.05	MEDIA:	0.33
PWM VALUE:	144	OUT_VOLTAGE:	0.06	0.05	0.06	0.06	12.01	12.01	0.04	0.04	0.08	0.04	MEDIA:	2.48
PWM VALUE:	145	OUT_VOLTAGE:	12.01	0.05	0.06	0.05	0.04	0.04	0.06	0.05	0.06	12.01	MEDIA:	2.69
PWM VALUE:	146	OUT_VOLTAGE:	0.07	0.10	12.01	12.01	12.01	12.01	0.01	0.06	0.04	0.07	MEDIA:	5.11
PWM VALUE:	147	OUT_VOLTAGE:	12.01	0.05	0.05	0.08	0.04	0.03	0.04	0.06	0.06	0.03	MEDIA:	1.76
PWM VALUE:	148	OUT_VOLTAGE:	0.06	0.07	12.01	12.01	0.00	0.06	0.09	0.07	0.06	0.06	MEDIA:	2.63
PWM VALUE:	149	OUT_VOLTAGE:	0.06	0.06	0.06	0.06	0.07	0.06	0.04	0.06	0.06	12.01	MEDIA:	1.52
PWM VALUE:	150	OUT_VOLTAGE:	0.02	12.01	6.61	0.09	0.05	0.06	0.04	0.07	0.06	0.04	MEDIA:	2.06
PWM VALUE:	151	OUT_VOLTAGE:	0.02	0.06	0.06	12.01	12.01	12.01	0.05	0.05	0.05	0.03	MEDIA:	3.84
PWM VALUE:	152	OUT_VOLTAGE:	12.01	0.02	0.07	0.03	0.07	0.08	12.01	12.01	12.01	0.05	MEDIA:	5.22
PWM VALUE:	153	OUT_VOLTAGE:	0.08	0.04	0.06	0.06	0.06	0.07	0.03	0.05	0.05	0.05	MEDIA:	0.58
PWM VALUE:	154	OUT_VOLTAGE:	0.05	0.05	0.06	0.07	12.01	12.01	0.02	0.06	0.06	0.08	MEDIA:	2.51
PWM VALUE:	155	OUT_VOLTAGE:	12.01	0.08	0.07	0.06	0.04	0.07	0.06	0.05	0.06	12.01	MEDIA:	2.70
PWM VALUE:	156	OUT_VOLTAGE:	0.08	0.06	12.01	12.01	0.02	0.05	0.04	0.05	0.06	0.06	MEDIA:	2.72
PWM VALUE:	157	OUT_VOLTAGE:	0.01	0.06	0.06	0.06	0.05	0.08	12.01	0.07	0.05	0.05	MEDIA:	1.52
PWM VALUE:	158	OUT_VOLTAGE:	12.01	0.05	0.04	0.06	0.06	0.04	0.04	0.04	0.05	0.04	MEDIA:	1.40
PWM VALUE:	159	OUT_VOLTAGE:	0.05	0.04	0.08	0.06	0.06	0.08	0.08	12.01	0.09	0.06	MEDIA:	1.40
PWM VALUE:	160	OUT_VOLTAGE:	12.01	0.05	0.04	0.05	0.05	0.03	0.06	0.05	0.08	0.05	MEDIA:	1.39
PWM VALUE:	161	OUT_VOLTAGE:	0.06	0.08	0.04	0.06	0.08	0.05	12.01	0.06	0.08	0.06	MEDIA:	1.40
PWM VALUE:	162	OUT_VOLTAGE:	0.06	12.01	12.01	12.01	0.07	0.02	0.06	0.06	0.03	0.06	MEDIA:	3.78
PWM VALUE:	163	OUT_VOLTAGE:	0.06	0.05	0.07	0.07	0.11	12.01	12.01	0.05	0.04	0.07	MEDIA:	2.83
PWM VALUE:	164	OUT_VOLTAGE:	0.09	0.06	0.08	0.03	0.04	0.04	0.05	0.06	0.06	0.07	MEDIA:	0.34
PWM VALUE:	165	OUT_VOLTAGE:	0.07	12.01	12.01	12.01	0.00	0.04	0.05	0.05	0.07	0.07	MEDIA:	3.67
PWM VALUE:	166	OUT_VOLTAGE:	12.01	0.04	0.06	0.05	0.06	0.08	0.06	0.07	0.06	0.08	MEDIA:	1.63
