	getSpeed()	24.66	1.47	4.44	0.00	-24.66	0.00	-0.78	0.00	0.00	0.00	-36.37	pid.getOutput()	-36.37	-112
	getSpeed()	5.37	1.47	4.44	0.00	-5.37	-10.95	192.90	0.00	-10.95	-24.66	-18.87	pid.getOutput()	-18.87	-58
	getSpeed()	-2.51	1.47	4.44	0.00	2.51	-13.36	78.02	0.00	-13.36	-5.37	-9.66	pid.getOutput()	-9.66	-29
	getSpeed()	-4.81	1.47	4.44	0.00	4.81	-12.25	23.00	0.00	-12.25	2.51	-5.16	pid.getOutput()	-5.16	-15
	getSpeed()	-4.87	1.47	4.44	0.00	4.87	-10.09	0.59	0.00	-10.09	4.81	-2.91	pid.getOutput()	-2.91	-9
	getSpeed()	-4.76	1.47	4.44	0.00	4.76	-7.93	-1.10	0.00	-7.93	4.87	-0.91	pid.getOutput()	-0.91	-2
	getSpeed()	-4.76	1.47	4.44	0.00	4.76	-5.79	0.00	0.00	-5.79	4.76	1.23	pid.getOutput()	1.23	3
	getSpeed()	-4.76	1.47	4.44	0.00	4.76	-3.66	0.00	0.00	-3.66	4.76	3.36	pid.getOutput()	3.36	10
	getSpeed()	-4.73	1.47	4.44	0.00	4.73	-1.54	-0.30	0.00	-1.54	4.76	5.43	pid.getOutput()	5.43	16
	getSpeed()	-4.73	1.47	4.44	0.00	4.73	0.58	0.00	0.00	0.58	4.73	7.56	pid.getOutput()	7.56	23
	getSpeed()	-4.70	1.47	4.44	0.00	4.70	2.68	-0.30	0.00	2.68	4.73	9.61	pid.getOutput()	9.61	29
	getSpeed()	-2.86	1.47	4.44	0.00	2.86	4.79	-18.22	0.00	4.79	4.70	9.01	pid.getOutput()	9.01	27
	getSpeed()	-0.83	1.47	4.44	0.00	0.83	6.06	-20.30	0.00	6.06	2.86	7.29	pid.getOutput()	7.29	22
	getSpeed()	0.05	1.47	4.44	0.00	-0.05	6.43	-8.71	0.00	6.43	0.83	6.36	pid.getOutput()	6.36	19
